Geneid	WT_AGO1-1	WT_AGO1-2	ago1-1	ago1-2
gene:AT1G04203	0	2	0	1
gene:AT1G04207	0	0	0	0
gene:AT1G04213	2	0	3	1
gene:AT1G03743	1	0	0	0
gene:AT1G03746	0	0	0	0
gene:AT1G04217	16	11	8	8
gene:AT1G03935	14	11	3	8
gene:AT1G04223	7	9	3	3
gene:AT1G04227	2	4	2	1
gene:AT1G04233	198	196	279	275
gene:AT1G04237	55	117	57	52
gene:AT1G04243	0	0	0	0
gene:AT1G04247	95	156	236	250
gene:AT1G04253	0	0	0	0
gene:AT1G04295	171	168	213	196
gene:AT1G04320	0	0	0	0
gene:AT1G04257	0	0	0	0
gene:AT1G04425	59	41	109	66
gene:AT1G04263	10	3	3	10
gene:AT1G04267	7	7	3	1
gene:AT1G04273	4	6	5	1
gene:AT1G04277	3	5	8	8
gene:AT1G04283	0	0	0	0
gene:AT1G04720	0	0	0	0
gene:AT1G04287	0	0	0	0
gene:AT1G04293	0	0	0	0
gene:AT1G04297	10	24	32	27
gene:AT1G04303	14	31	32	35
gene:AT1G04307	0	2	0	0
gene:AT1G04313	5	5	19	11
gene:AT1G04323	5	7	7	7
gene:AT1G04327	0	0	0	0
gene:AT1G04333	0	0	0	0
gene:AT1G04337	0	0	0	0
gene:AT1G04343	76	126	130	138
gene:AT1G04347	29	41	54	70
gene:AT1G04353	175	204	121	140
gene:AT1G04357	3	5	0	1
gene:AT1G04363	0	0	0	0
gene:AT1G04367	1	3	1	3
gene:AT1G04373	0	0	0	0
gene:AT1G04377	0	0	0	0
gene:AT1G04383	0	0	0	0
gene:AT1G04387	0	0	0	0
gene:AT1G05390	0	0	0	0
gene:AT1G05562	4246	4375	3379	2828
gene:AT1G04393	0	1	1	0
gene:AT1G04397	0	1	0	0
gene:AT1G04403	0	0	0	0
gene:AT1G04407	0	0	0	0
gene:AT1G04413	15	13	31	26
gene:AT1G04417	0	0	0	1
gene:AT1G04423	0	2	1	4
gene:AT1G04427	1	7	3	11
gene:AT1G04433	89	127	37	52
gene:AT1G04437	10	7	25	10
gene:AT1G05980	0	0	0	0
gene:AT1G06002	634	815	934	872
gene:AT1G04443	0	0	0	0
gene:AT1G04447	0	0	0	0
gene:AT1G06265	53	96	76	104
gene:AT1G04453	0	1	0	0
gene:AT1G04463	87	81	74	50
gene:AT1G04467	338	363	249	284
gene:AT1G06480	0	0	0	0
gene:AT1G04473	15	30	30	31
gene:AT1G04477	51	50	57	53
gene:AT1G04483	17	5	1	3
gene:AT1G06610	0	0	0	0
gene:AT1G04487	409	463	602	553
gene:AT1G04493	19	6	10	11
gene:AT1G04497	4	8	12	10
gene:AT1G04503	955	1093	916	1115
gene:AT1G04507	8	14	20	17
gene:AT1G04513	88	93	224	165
gene:AT1G04517	0	0	2	0
gene:AT1G06860	0	1	0	0
gene:AT1G04523	0	0	0	1
gene:AT1G04527	0	0	0	0
gene:AT1G06880	0	0	0	0
gene:AT1G04533	2	1	0	1
gene:AT1G04537	130	122	227	222
gene:AT1G04547	0	1	0	0
gene:AT1G07051	0	0	0	0
gene:AT1G04557	2	0	0	0
gene:AT1G07100	0	0	0	0
gene:AT1G07119	48	33	21	32
gene:AT1G04563	0	0	0	0
gene:AT1G07128	94	125	144	126
gene:AT1G04567	10	12	15	21
gene:AT1G04573	0	0	0	0
gene:AT1G04577	0	0	6	4
gene:AT1G04583	2	0	0	0
gene:AT1G04587	38	35	42	53
gene:AT1G04593	0	0	0	0
gene:AT1G04597	0	0	0	0
gene:AT1G07580	0	0	0	0
gene:AT1G04603	0	0	0	0
gene:AT1G04607	0	0	0	0
gene:AT1G07702	11	30	30	28
gene:AT1G04623	0	0	0	0
gene:AT1G07728	214	213	233	297
gene:AT1G07760	0	0	0	0
gene:AT1G08115	7	9	4	13
gene:AT1G04643	20	22	14	5
gene:AT1G08240	0	0	0	0
gene:AT1G04647	188	245	167	168
gene:AT1G04653	0	0	0	0
gene:AT1G08592	282	328	190	253
gene:AT1G04657	6	9	12	5
gene:AT1G04667	0	0	0	0
gene:AT1G08870	0	0	0	0
gene:AT1G04673	0	0	0	0
gene:AT1G04677	0	0	0	0
gene:AT1G04683	0	0	0	0
gene:AT1G08950	0	0	0	0
gene:AT1G09110	0	0	0	0
gene:AT1G04687	0	0	0	0
gene:AT1G04693	0	0	0	0
gene:AT1G04697	6	3	8	10
gene:AT1G09421	91	91	124	84
gene:AT1G04703	0	0	0	0
gene:AT1G04707	20	27	0	16
gene:AT1G04713	2	0	3	0
gene:AT1G04717	0	0	0	0
gene:AT1G04723	38	33	19	16
gene:AT1G04733	61	83	119	200
gene:AT1G04737	33	41	70	95
gene:AT1G04743	2	10	0	4
gene:AT1G04747	0	0	0	0
gene:AT1G04753	0	0	0	0
gene:AT1G04763	2	0	0	0
gene:AT1G04767	5	17	0	5
gene:AT1G04773	65	77	139	85
gene:AT1G04783	0	0	0	0
gene:AT1G04787	0	0	0	0
gene:AT1G04793	0	0	0	0
gene:AT1G10440	0	0	0	0
gene:AT1G04797	7	2	2	0
gene:AT1G04803	9	11	11	31
gene:AT1G04807	0	0	0	2
gene:AT1G04813	0	0	0	0
gene:AT1G10682	630	728	924	967
gene:AT1G04817	0	4	2	2
gene:AT1G04823	34	57	31	27
gene:AT1G04827	45	59	74	63
gene:AT1G11010	0	2	0	0
gene:AT1G11030	0	0	0	0
gene:AT1G04833	1067	1347	571	513
gene:AT1G04837	170	174	265	237
gene:AT1G11175	225	268	163	151
gene:AT1G11185	70	72	79	62
gene:AT1G04847	0	0	0	0
gene:AT1G04853	89	106	51	43
gene:AT1G11550	0	0	0	0
gene:AT1G04857	0	0	0	2
gene:AT1G11592	201	162	137	133
gene:AT1G11640	0	1	0	1
gene:AT1G04863	0	0	0	0
gene:AT1G04867	0	0	0	0
gene:AT1G04873	60	81	53	43
gene:AT1G04877	1	5	1	3
gene:AT1G11735	2	2	1	0
gene:AT1G04883	54	52	35	40
gene:AT1G04887	0	0	0	0
gene:AT1G04893	8	14	10	13
gene:AT1G04897	4	0	2	0
gene:AT1G04907	0	2	4	0
gene:AT1G04913	16	14	26	20
gene:AT1G04917	28	34	45	48
gene:AT1G12013	1	2	2	6
gene:AT1G12015	0	0	0	0
gene:AT1G04923	0	0	0	0
gene:AT1G04927	30	44	55	56
gene:AT1G04933	36	40	21	23
gene:AT1G04937	0	0	0	0
gene:AT1G12294	2	0	2	0
gene:AT1G04943	0	0	0	0
gene:AT1G04947	0	0	0	0
gene:AT1G04953	66	36	72	35
gene:AT1G04957	0	0	0	0
gene:AT1G12510	0	0	0	0
gene:AT1G12590	0	0	0	0
gene:AT1G04963	0	0	0	0
gene:AT1G04967	0	0	0	0
gene:AT1G04973	39	64	36	48
gene:AT1G04977	343	387	293	322
gene:AT1G04983	0	1	0	1
gene:AT1G13010	0	0	0	0
gene:AT1G04987	0	0	0	0
gene:AT1G13240	0	0	0	0
gene:AT1G04993	0	0	0	0
gene:AT1G04997	0	0	0	0
gene:AT1G05003	0	0	0	0
gene:AT1G05007	0	0	0	0
gene:AT1G05013	0	0	0	0
gene:AT1G13448	18	35	21	20
gene:AT1G05017	9	14	17	10
gene:AT1G05023	53	33	39	26
gene:AT1G05027	2	0	0	0
gene:AT1G13720	0	0	0	0
gene:AT1G05033	54	49	38	61
gene:AT1G13840	0	0	0	0
gene:AT1G13850	0	0	0	0
gene:AT1G05037	0	0	0	0
gene:AT1G05043	19	9	39	38
gene:AT1G05047	175	183	105	150
gene:AT1G14071	9	6	2	6
gene:AT1G05053	0	0	0	0
gene:AT1G05057	10	11	18	48
gene:AT1G05067	0	0	0	0
gene:AT1G05073	0	0	0	0
gene:AT1G05077	11	27	43	30
gene:AT1G05083	15	16	17	15
gene:AT1G05093	2	2	4	0
gene:AT1G14518	1	3	0	0
gene:AT1G05097	0	0	0	0
gene:AT1G05103	0	0	0	0
gene:AT1G05107	2	0	1	2
gene:AT1G05113	0	0	0	0
gene:AT1G05117	0	0	0	0
gene:AT1G05123	28	46	48	58
gene:AT1G05127	0	0	0	0
gene:AT1G05133	0	0	0	0
gene:AT1G15002	252	282	164	195
gene:AT1G05137	0	0	0	0
gene:AT1G05143	21	33	47	39
gene:AT1G05147	199	178	1406	790
gene:AT1G15090	0	0	0	2
gene:AT1G05153	30	32	69	50
gene:AT1G15175	60	61	41	66
gene:AT1G05163	4	1	1	1
gene:AT1G15405	0	0	0	0
gene:AT1G15450	0	0	0	0
gene:AT1G05173	0	0	0	0
gene:AT1G15650	0	0	0	0
gene:AT1G05177	2	0	0	0
gene:AT1G05183	363	346	117	102
gene:AT1G05187	67	71	79	44
gene:AT1G05193	0	0	0	0
gene:AT1G05197	0	0	0	0
gene:AT1G05203	36	69	71	67
gene:AT1G05207	756	831	573	817
gene:AT1G05213	446	529	1273	1119
gene:AT1G16100	0	0	0	0
gene:AT1G05217	0	0	0	0
gene:AT1G05223	0	0	0	0
gene:AT1G16450	0	0	0	0
gene:AT1G05227	4	2	0	2
gene:AT1G16489	15	29	37	32
gene:AT1G05233	0	0	0	0
gene:AT1G05237	0	0	0	0
gene:AT1G05243	12	20	38	28
gene:AT1G16635	3	6	0	6
gene:AT1G05247	0	0	0	0
gene:AT1G05253	480	510	305	282
gene:AT1G05257	9	9	12	6
gene:AT1G05263	0	0	0	0
gene:AT1G05267	10	22	21	28
gene:AT1G05273	39	34	73	90
gene:AT1G05277	111	110	170	135
gene:AT1G05283	2	2	13	15
gene:AT1G05287	25	35	62	36
gene:AT1G05293	23	24	52	25
gene:AT1G05297	8	9	14	6
gene:AT1G17232	434	492	339	375
gene:AT1G17255	77	71	170	247
gene:AT1G05303	7	12	11	10
gene:AT1G05307	0	0	0	0
gene:AT1G05313	0	0	0	0
gene:AT1G17570	0	0	0	0
gene:AT1G17660	0	0	0	0
gene:AT1G17670	0	0	0	0
gene:AT1G05317	16	22	177	141
gene:AT1G05323	0	0	0	0
gene:AT1G05327	11	6	11	11
gene:AT1G05333	278	319	609	492
gene:AT1G05337	67	69	64	45
gene:AT1G05343	20	14	14	24
gene:AT1G05347	731	944	2562	2201
gene:AT1G05353	16	10	4	0
gene:AT1G05357	1	2	0	3
gene:AT1G05363	9	14	16	3
gene:AT1G05367	3	0	0	0
gene:AT1G05373	0	0	0	0
gene:AT1G05377	0	0	0	0
gene:AT1G18075	6	6	9	7
gene:AT1G05383	0	0	7	3
gene:AT1G05387	0	0	0	0
gene:AT1G05397	2	4	6	12
gene:AT1G18382	82	98	218	136
gene:AT1G18415	144	173	184	153
gene:AT1G18430	0	0	0	0
gene:AT1G05407	0	0	0	0
gene:AT1G05413	0	0	0	0
gene:AT1G18735	661	829	391	492
gene:AT1G18745	26	40	47	42
gene:AT1G05417	0	0	0	0
gene:AT1G05423	0	0	0	0
gene:AT1G05427	0	0	0	0
gene:AT1G05433	0	0	0	0
gene:AT1G18820	0	0	0	0
gene:AT1G05443	0	4	2	0
gene:AT1G05447	7	4	6	6
gene:AT1G18879	0	0	0	0
gene:AT1G05453	156	157	277	229
gene:AT1G05463	26	42	50	31
gene:AT1G05467	56	63	100	114
gene:AT1G05473	0	0	0	0
gene:AT1G05477	0	0	0	0
gene:AT1G05483	0	0	0	0
gene:AT1G05487	0	1	4	1
gene:AT1G05493	10	22	8	18
gene:AT1G05497	0	0	0	0
gene:AT1G19371	2	2	0	0
gene:AT1G19373	0	0	3	1
gene:AT1G19376	0	0	0	0
gene:AT1G19464	0	2	0	0
gene:AT1G05507	0	0	0	0
gene:AT1G19968	4	3	0	0
gene:AT1G20015	2	1	1	2
gene:AT1G05517	3	3	2	2
gene:AT1G20040	0	0	0	0
gene:AT1G05523	32	52	19	54
gene:AT1G05527	0	0	0	0
gene:AT1G05533	0	0	0	0
gene:AT1G20170	0	0	0	0
gene:AT1G20210	0	0	0	0
gene:AT1G20250	0	0	0	0
gene:AT1G05537	0	0	0	0
gene:AT1G05543	0	0	0	0
gene:AT1G05547	2	0	0	0
gene:AT1G20375	1	0	0	0
gene:AT1G20420	0	0	0	0
gene:AT1G05553	58	50	66	71
gene:AT1G05557	56	49	30	16
gene:AT1G20515	15	23	22	23
gene:AT1G20691	98	65	45	40
gene:AT1G05563	0	0	0	0
gene:AT1G05567	0	0	0	2
gene:AT1G05583	0	0	0	0
gene:AT1G05587	0	0	0	0
gene:AT1G05593	0	0	0	0
gene:AT1G05597	0	0	0	0
gene:AT1G05603	0	0	1	0
gene:AT1G20820	0	0	0	0
gene:AT1G05607	27	39	13	9
gene:AT1G05613	0	0	2	0
gene:AT1G05617	0	0	0	0
gene:AT1G05623	0	0	1	0
gene:AT1G05627	0	0	0	0
gene:AT1G05633	0	0	0	0
gene:AT1G21202	0	0	0	0
gene:AT1G05637	0	0	0	0
gene:AT1G05643	0	0	0	0
gene:AT1G05647	0	0	0	0
gene:AT1G05653	0	0	0	0
gene:AT1G05657	0	0	0	0
gene:AT1G05663	0	0	0	0
gene:AT1G05667	0	0	0	0
gene:AT1G05673	0	0	0	0
gene:AT1G21420	0	0	0	0
gene:AT1G21529	2	4	36	14
gene:AT1G05683	0	0	0	0
gene:AT1G21800	0	0	0	0
gene:AT1G05687	159	178	214	231
gene:AT1G05693	0	0	0	0
gene:AT1G05697	0	0	0	0
gene:AT1G05703	17	29	16	9
gene:AT1G05707	6	22	33	12
gene:AT1G05713	0	0	0	0
gene:AT1G05717	0	0	0	0
gene:AT1G05723	3	7	14	5
gene:AT1G05727	4	11	22	18
gene:AT1G05733	58	39	30	58
gene:AT1G05737	0	0	0	0
gene:AT1G22320	0	0	0	0
gene:AT1G22403	81	107	150	146
gene:AT1G05747	2	0	1	0
gene:AT1G05753	237	340	111	94
gene:AT1G05757	3	4	4	3
gene:AT1G05763	45	41	22	43
gene:AT1G05767	224	243	326	306
gene:AT1G05773	86	102	124	164
gene:AT1G05777	92	69	141	223
gene:AT1G23052	245	282	48	64
gene:AT1G05787	3	18	358	314
gene:AT1G05793	0	0	0	0
gene:AT1G05797	0	0	0	0
gene:AT1G05803	0	0	0	0
gene:AT1G05807	0	0	0	0
gene:AT1G05813	0	0	4	0
gene:AT1G05817	0	0	0	2
gene:AT1G05823	0	0	0	0
gene:AT1G05827	0	0	0	0
gene:AT1G05833	73	82	102	84
gene:AT1G05837	49	60	184	169
gene:AT1G05843	1	1	1	0
gene:AT1G05847	0	0	0	0
gene:AT1G24068	0	0	0	2
gene:AT1G24080	0	0	0	0
gene:AT1G05853	0	0	4	1
gene:AT1G05857	0	0	0	0
gene:AT1G05863	0	0	0	0
gene:AT1G05867	4	14	12	23
gene:AT1G05873	39	88	68	76
gene:AT1G05887	0	0	0	0
gene:AT1G05893	0	0	0	0
gene:AT1G05897	0	0	2	0
gene:AT1G05903	0	0	0	0
gene:AT1G05907	0	0	0	0
gene:AT1G05913	1	1	0	1
gene:AT1G05917	0	0	0	0
gene:AT1G25098	1126	1252	1045	959
gene:AT1G25175	1045	1239	966	968
gene:AT1G05927	428	422	491	529
gene:AT1G05933	22	30	189	165
gene:AT1G05937	0	0	0	0
gene:AT1G05943	10	12	17	14
gene:AT1G05947	0	0	0	0
gene:AT1G05953	0	0	0	0
gene:AT1G05957	0	0	0	0
gene:AT1G05963	0	0	0	0
gene:AT1G05967	0	0	0	0
gene:AT1G05973	24	30	27	33
gene:AT1G05977	7	3	12	9
gene:AT1G05983	0	0	0	0
gene:AT1G26208	257	261	127	130
gene:AT1G05987	0	0	0	0
gene:AT1G26218	113	189	196	221
gene:AT1G26233	0	1	0	3
gene:AT1G05993	1	2	3	0
gene:AT1G05997	0	0	0	1
gene:AT1G26235	0	0	0	0
gene:AT1G26430	0	0	0	0
gene:AT1G26490	0	0	0	0
gene:AT1G06003	19	50	24	11
gene:AT1G26558	4	2	8	3
gene:AT1G06007	0	0	0	0
gene:AT1G06013	0	0	0	0
gene:AT1G06017	37	43	41	40
gene:AT1G06023	0	1	0	0
gene:AT1G06027	0	0	0	0
gene:AT1G06033	8	8	5	5
gene:AT1G06037	1	0	0	2
gene:AT1G26973	0	0	0	0
gene:AT1G26975	0	0	0	0
gene:AT1G26985	0	1	0	0
gene:AT1G06043	0	0	0	0
gene:AT1G06047	0	0	0	0
gene:AT1G06053	0	0	0	0
gene:AT1G06057	0	0	0	3
gene:AT1G06063	0	0	0	0
gene:AT1G06067	0	0	0	0
gene:AT1G06073	0	0	0	0
gene:AT1G06083	62	42	82	41
gene:AT1G06087	10	0	1	1
gene:AT1G06093	0	0	0	0
gene:AT1G06097	0	0	0	0
gene:AT1G06103	3	7	2	6
gene:AT1G27921	267	331	309	288
gene:AT1G06113	1	0	8	9
gene:AT1G06117	0	0	0	2
gene:AT1G06123	0	0	0	0
gene:AT1G06127	0	0	0	0
gene:AT1G06133	2	0	0	0
gene:AT1G06147	0	0	1	0
gene:AT1G06153	20	8	43	71
gene:AT1G06157	0	0	0	0
gene:AT1G06163	0	1	0	0
gene:AT1G28685	315	402	1046	1084
gene:AT1G28720	8	9	17	7
gene:AT1G28730	0	0	2	2
gene:AT1G28740	0	0	0	2
gene:AT1G28750	0	0	2	0
gene:AT1G28770	0	0	0	0
gene:AT1G28780	0	0	0	0
gene:AT1G28790	0	0	0	2
gene:AT1G28800	2	0	0	0
gene:AT1G28810	1	0	0	0
gene:AT1G06173	0	0	0	0
gene:AT1G06177	0	0	0	0
gene:AT1G28715	82	95	85	85
gene:AT1G28820	0	0	0	0
gene:AT1G28830	0	0	0	0
gene:AT1G28840	0	0	0	0
gene:AT1G28850	0	0	0	0
gene:AT1G28860	0	0	0	0
gene:AT1G28870	0	0	0	0
gene:AT1G28880	0	0	0	0
gene:AT1G28890	0	0	0	0
gene:AT1G28900	0	0	0	0
gene:AT1G28910	0	0	0	0
gene:AT1G28920	0	0	0	0
gene:AT1G28930	0	0	0	1
gene:AT1G28940	0	1	0	1
gene:AT1G28950	2	0	1	0
gene:AT1G28970	0	2	1	0
gene:AT1G28980	0	3	0	0
gene:AT1G28990	0	0	1	0
gene:AT1G06187	0	0	0	0
gene:AT1G06197	0	0	0	0
gene:AT1G06203	0	0	0	0
gene:AT1G06207	30	49	108	119
gene:AT1G06213	12	7	12	39
gene:AT1G06217	0	0	3	0
gene:AT1G29071	4	0	4	3
gene:AT1G29210	2	0	0	1
gene:AT1G29265	0	0	0	0
gene:AT1G29357	282	316	380	338
gene:AT1G06227	14	23	10	12
gene:AT1G06233	0	0	0	0
gene:AT1G06237	0	0	0	0
gene:AT1G06243	0	0	0	0
gene:AT1G06247	15	13	14	13
gene:AT1G06253	63	102	71	82
gene:AT1G06257	4	7	0	0
gene:AT1G06263	12	12	0	3
gene:AT1G06267	3	7	2	2
gene:AT1G06273	2	9	3	3
gene:AT1G06277	1	7	5	2
gene:AT1G06283	22	35	13	4
gene:AT1G06287	2	4	1	4
gene:AT1G06293	0	0	0	0
gene:AT1G29785	93	91	95	92
gene:AT1G06297	0	0	0	0
gene:AT1G06303	0	0	0	0
gene:AT1G06307	0	0	0	0
gene:AT1G30282	70	73	48	31
gene:AT1G06313	0	0	0	0
gene:AT1G06317	0	0	0	0
gene:AT1G06323	0	0	0	0
gene:AT1G30430	0	0	0	0
gene:AT1G06327	0	0	0	0
gene:AT1G06333	0	0	0	0
gene:AT1G06337	8	3	6	7
gene:AT1G06343	0	0	0	0
gene:AT1G06347	0	0	0	0
gene:AT1G06353	0	0	0	0
gene:AT1G06357	0	0	0	0
gene:AT1G06363	0	0	0	0
gene:AT1G06373	0	0	0	0
gene:AT1G30830	0	0	0	0
gene:AT1G06377	0	0	0	0
gene:AT1G06383	0	0	0	0
gene:AT1G06387	0	0	0	0
gene:AT1G06393	0	0	0	0
gene:AT1G06397	70	80	77	82
gene:AT1G06403	0	0	0	0
gene:AT1G06407	0	0	2	0
gene:AT1G31110	0	0	0	0
gene:AT1G06413	0	0	0	0
gene:AT1G31173	30	28	32	49
gene:AT1G06417	0	0	0	0
gene:AT1G06423	24	21	23	32
gene:AT1G06427	0	0	0	0
gene:AT1G31258	33	33	51	61
gene:AT1G06433	0	0	0	0
gene:AT1G31358	0	0	0	0
gene:AT1G06437	0	0	0	0
gene:AT1G31485	40	40	40	26
gene:AT1G06443	0	0	0	0
gene:AT1G06447	0	0	0	0
gene:AT1G06453	18	33	15	14
gene:AT1G06457	2	11	3	6
gene:AT1G06463	16	17	12	11
gene:AT1G06467	0	0	0	4
gene:AT1G31935	62	75	28	4
gene:AT1G06473	53	70	29	32
gene:AT1G06483	2	0	2	2
gene:AT1G06487	6	3	1	0
gene:AT1G06493	0	0	0	0
gene:AT1G06497	0	0	0	0
gene:AT1G06507	0	0	0	0
gene:AT1G06513	0	0	0	0
gene:AT1G06517	0	0	0	0
gene:AT1G06523	0	0	0	0
gene:AT1G32172	4	5	10	2
gene:AT1G06527	0	0	0	0
gene:AT1G06533	0	0	0	0
gene:AT1G06537	12	9	9	17
gene:AT1G06543	0	0	0	0
gene:AT1G06547	9	13	10	9
gene:AT1G32385	6	4	5	4
gene:AT1G06553	2	5	5	7
gene:AT1G06557	0	0	0	0
gene:AT1G06567	4	4	0	0
gene:AT1G06573	650	735	537	537
gene:AT1G06577	3	4	4	0
gene:AT1G06583	0	0	0	0
gene:AT1G06587	0	0	0	0
gene:AT1G06593	0	2	0	0
gene:AT1G32582	2	1	0	0
gene:AT1G06597	7	2	0	0
gene:AT1G32620	0	0	0	0
gene:AT1G06603	0	0	0	0
gene:AT1G06607	0	0	0	0
gene:AT1G32713	0	0	0	0
gene:AT1G06613	4	22	21	22
gene:AT1G06617	0	0	0	0
gene:AT1G06623	0	0	0	0
gene:AT1G06627	0	0	0	0
gene:AT1G06633	0	0	0	0
gene:AT1G06637	1	0	0	0
gene:AT1G32992	0	0	0	0
gene:AT1G06643	453	495	606	685
gene:AT1G06647	483	547	652	719
gene:AT1G06653	0	0	0	0
gene:AT1G06657	0	0	0	0
gene:AT1G06663	0	0	0	0
gene:AT1G06667	0	0	2	1
gene:AT1G06673	0	0	0	0
gene:AT1G33370	0	0	2	0
gene:AT1G33415	280	336	458	369
gene:AT1G06677	0	0	0	0
gene:AT1G33615	62	39	52	41
gene:AT1G06683	0	0	0	0
gene:AT1G06687	2	8	3	6
gene:AT1G06693	0	2	4	0
gene:AT1G06697	0	0	0	0
gene:AT1G06703	0	0	0	0
gene:AT1G06707	0	0	0	0
gene:AT1G06713	0	0	0	0
gene:AT1G06717	257	342	220	237
gene:AT1G06723	0	0	0	0
gene:AT1G06727	0	0	0	0
gene:AT1G06733	2	0	2	1
gene:AT1G06737	0	0	1	1
gene:AT1G06743	1	4	0	2
gene:AT1G06747	0	0	0	0
gene:AT1G06753	37	40	58	39
gene:AT1G34392	0	0	0	0
gene:AT1G34418	339	392	396	379
gene:AT1G06757	1	0	2	4
gene:AT1G06773	0	0	2	0
gene:AT1G06777	0	0	0	0
gene:AT1G06783	0	0	0	0
gene:AT1G06787	57	78	75	81
gene:AT1G34844	79	76	45	56
gene:AT1G06797	0	0	0	0
gene:AT1G06817	0	0	0	0
gene:AT1G06823	0	0	0	0
gene:AT1G06827	0	0	0	0
gene:AT1G06837	3	2	8	6
gene:AT1G06853	2	0	0	0
gene:AT1G06857	0	0	0	0
gene:AT1G06863	0	0	0	0
gene:AT1G06867	0	5	0	2
gene:AT1G06873	0	0	0	0
gene:AT1G06877	1	8	1	0
gene:AT1G06883	2	0	12	8
gene:AT1G06897	0	0	0	0
gene:AT1G06903	0	0	0	0
gene:AT1G35501	0	0	0	0
gene:AT1G06907	0	0	1	0
gene:AT1G35545	0	1	1	1
gene:AT1G06913	0	0	0	0
gene:AT1G06917	0	0	0	0
gene:AT1G06927	0	0	0	0
gene:AT1G06933	1	0	0	6
gene:AT1G06937	2	0	1	1
gene:AT1G06943	0	0	0	0
gene:AT1G06947	0	0	0	0
gene:AT1G06953	0	0	0	0
gene:AT1G06957	0	4	0	3
gene:AT1G06963	0	0	2	0
gene:AT1G06967	0	0	0	0
gene:AT1G06973	0	0	0	0
gene:AT1G36350	0	0	0	0
gene:AT1G06977	31	65	45	57
gene:AT1G06983	0	0	17	22
gene:AT1G06987	0	0	0	0
gene:AT1G06993	3	0	0	0
gene:AT1G06997	0	0	0	0
gene:AT1G36992	103	155	120	102
gene:AT1G07003	0	0	0	0
gene:AT1G07007	0	0	0	0
gene:AT1G07013	0	0	0	0
gene:AT1G07017	15	2	7	12
gene:AT1G07023	0	0	0	2
gene:AT1G07027	4	0	1	1
gene:AT1G42120	0	0	0	0
gene:AT1G07117	0	0	0	0
gene:AT1G07123	0	0	0	0
gene:AT1G07127	0	0	0	0
gene:AT1G07133	0	0	0	0
gene:AT1G07137	0	0	1	6
gene:AT1G07143	2	0	0	0
gene:AT1G07147	0	0	0	0
gene:AT1G07157	1	1	0	0
gene:AT1G07163	0	0	0	0
gene:AT1G07167	9	8	8	10
gene:AT1G07173	1	1	6	6
gene:AT1G07177	0	0	0	0
gene:AT1G07183	0	0	0	0
gene:AT1G07187	118	129	75	65
gene:AT1G07193	0	0	0	0
gene:AT1G43765	14	25	12	10
gene:AT1G07197	0	0	0	0
gene:AT1G43820	0	0	0	0
gene:AT1G07233	0	0	0	0
gene:AT1G07237	0	0	0	0
gene:AT1G07243	1	0	1	0
gene:AT1G44125	107	164	200	241
gene:AT1G07247	0	0	0	0
gene:AT1G07253	0	0	0	0
gene:AT1G07257	0	0	0	0
gene:AT1G07263	0	0	0	0
gene:AT1G07267	0	0	0	0
gene:AT1G07273	0	0	0	0
gene:AT1G07277	0	0	0	0
gene:AT1G07283	0	0	0	0
gene:AT1G07287	0	2	0	1
gene:AT1G07293	0	0	0	0
gene:AT1G07297	0	0	0	0
